"id","chemical_name","chemical_id","protein_name","protein_id","relation_name","relation_type","relation_id","evidence_type","source_type","source_link","dikb_link"
519,atorvastatin,CHEBI:39548,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_PK_DDI_Par_Grps,http://www.ncbi.nlm.nih.gov/pubmed/12911366,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/atorvastatin_inhibits_cyp3a4.html
520,atorvastatin,CHEBI:39548,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/atorvastatin_inhibits_cyp3a4.html
523,indinavir,CHEBI:44032,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/e19405d9-d9a1-4072-5b9e-40cd3ae4bf1f,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/indinavir_inhibits_cyp2c9.html
526,verapamil,CHEBI:9948,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/verapamil_inhibits_cyp2d6.html
534,atazanavir,CHEBI:37924,cyp2b6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/165cff62-b284-4a27-a65d-9ec8a5bfcdd8,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/atazanavir_inhibits_cyp2b6.html
535,thioridazine,CHEBI:9566,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/10460810,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/thioridazine_inhibits_cyp2c19.html
536,indinavir,CHEBI:44032,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/e19405d9-d9a1-4072-5b9e-40cd3ae4bf1f,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/indinavir_inhibits_cyp1a2.html
538,nefazodone,CHEBI:7494,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/b1d149db-ad43-4f3f-aef1-fb0395ba4191,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/nefazodone_inhibits_cyp1a2.html
540,fluconazole,CHEBI:46081,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluconazole_inhibits_cyp2c9.html
541,diltiazem,CHEBI:101278,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/diltiazem_inhibits_cyp2d6.html
542,nelfinavir,CHEBI:7496,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/nelfinavir_inhibits_cyp3a4.html
547,montelukast,CHEBI:50730,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/a99f55de-39d1-483a-ba88-dbda5613c6a7,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/montelukast_inhibits_cyp2c19.html
548,omeprazole,CHEBI:7772,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/15258107,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/omeprazole_inhibits_cyp2d6.html
549,itraconazole,CHEBI:6076,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/itraconazole_inhibits_p-glycoprotein.html
550,itraconazole,CHEBI:6076,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/itraconazole_inhibits_p-glycoprotein.html
554,fluvoxamine,CHEBI:5138,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/53664f8d-3a93-9f2b-daee-380707e4062c,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluvoxamine_inhibits_cyp2c19.html
555,fluvoxamine,CHEBI:5138,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluvoxamine_inhibits_cyp2c19.html
560,atazanavir,CHEBI:37924,cyp2e1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/165cff62-b284-4a27-a65d-9ec8a5bfcdd8,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/atazanavir_inhibits_cyp2e1.html
563,fluvoxamine,CHEBI:5138,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/53664f8d-3a93-9f2b-daee-380707e4062c,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluvoxamine_inhibits_cyp1a2.html
564,fluvoxamine,CHEBI:5138,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_CT_Pharmacokinetic,http://www.ncbi.nlm.nih.gov/pubmed/11719727,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluvoxamine_inhibits_cyp1a2.html
565,fluvoxamine,CHEBI:5138,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluvoxamine_inhibits_cyp1a2.html
567,montelukast,CHEBI:50730,cyp2a6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/a99f55de-39d1-483a-ba88-dbda5613c6a7,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/montelukast_inhibits_cyp2a6.html
570,celecoxib,CHEBI:41423,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/8d52185d-421f-4e34-8db7-f7676db2a226,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/celecoxib_inhibits_cyp2c9.html
571,chlorpromazine,CHEBI:3647,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/10460810,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/chlorpromazine_inhibits_cyp2c19.html
581,celecoxib,CHEBI:41423,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/8d52185d-421f-4e34-8db7-f7676db2a226,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/celecoxib_inhibits_cyp2c19.html
584,amprenavir,CHEBI:40050,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/amprenavir_inhibits_cyp3a4.html
585,voriconazole,CHEBI:10023,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ce3ef5cf-3087-4d92-9d94-9eb8287228db,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole_inhibits_cyp2c9.html
586,voriconazole,CHEBI:10023,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole_inhibits_cyp2c9.html
587,clopidogrel,CHEBI:37941,cyp2b6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/clopidogrel_inhibits_cyp2b6.html
596,atazanavir,CHEBI:37924,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/165cff62-b284-4a27-a65d-9ec8a5bfcdd8,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/atazanavir_inhibits_cyp2c19.html
599,voriconazole,CHEBI:10023,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ce3ef5cf-3087-4d92-9d94-9eb8287228db,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole_inhibits_cyp2c19.html
600,voriconazole,CHEBI:10023,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole_inhibits_cyp2c19.html
601,voriconazole,CHEBI:10023,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/ce3ef5cf-3087-4d92-9d94-9eb8287228db,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole_inhibits_cyp3a4.html
602,voriconazole,CHEBI:10023,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole_inhibits_cyp3a4.html
603,voriconazole,CHEBI:10023,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/voriconazole_inhibits_cyp3a4.html
604,atazanavir,CHEBI:37924,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/165cff62-b284-4a27-a65d-9ec8a5bfcdd8,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/atazanavir_inhibits_cyp2d6.html
607,paroxetine,CHEBI:7936,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_CT_PK_Phenotype,http://www.ncbi.nlm.nih.gov/pubmed/12173784,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paroxetine_inhibits_cyp2d6.html
608,paroxetine,CHEBI:7936,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/12584155,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paroxetine_inhibits_cyp2d6.html
609,paroxetine,CHEBI:7936,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_CT_PK_Phenotype,http://www.ncbi.nlm.nih.gov/pubmed/8513845,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paroxetine_inhibits_cyp2d6.html
610,paroxetine,CHEBI:7936,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/89dd7e24-85fc-4152-89ea-47ec2b48a1ed,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paroxetine_inhibits_cyp2d6.html
611,paroxetine,CHEBI:7936,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/paroxetine_inhibits_cyp2d6.html
614,celecoxib,CHEBI:41423,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/8d52185d-421f-4e34-8db7-f7676db2a226,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/celecoxib_inhibits_cyp2d6.html
615,celecoxib,CHEBI:41423,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_PK_DDI_RCT,http://www.ncbi.nlm.nih.gov/pubmed/12891223,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/celecoxib_inhibits_cyp2d6.html
616,celecoxib,CHEBI:41423,cyp2d6,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/celecoxib_inhibits_cyp2d6.html
618,methoxsalen,CHEBI:18358,cyp1a2,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/methoxsalen_inhibits_cyp1a2.html
625,nefazodone,CHEBI:7494,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/b1d149db-ad43-4f3f-aef1-fb0395ba4191,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/nefazodone_inhibits_cyp3a4.html
626,nefazodone,CHEBI:7494,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/b1d149db-ad43-4f3f-aef1-fb0395ba4191,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/nefazodone_inhibits_cyp3a4.html
258,risperidone,CHEBI:8871,cyp2c19,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/10460810,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/risperidone_inhibits_cyp2c19.html
627,nefazodone,CHEBI:7494,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/nefazodone_inhibits_cyp3a4.html
628,nefazodone,CHEBI:7494,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/nefazodone_inhibits_cyp3a4.html
631,fluoxetine,CHEBI:5118,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluoxetine_inhibits_cyp3a4.html
641,lansoprazole,CHEBI:6375,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome,http://www.ncbi.nlm.nih.gov/pubmed/15258107,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/lansoprazole_inhibits_cyp3a4.html
642,montelukast,CHEBI:50730,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/a99f55de-39d1-483a-ba88-dbda5613c6a7,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/montelukast_inhibits_cyp2c9.html
643,montelukast,CHEBI:50730,cyp2c9,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/a99f55de-39d1-483a-ba88-dbda5613c6a7,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/montelukast_inhibits_cyp2c9.html
245,eszopiclone,,CYP2E1,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/fd047b2b-05a6-4d99-95cb-955f14bf329f,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/eszopiclone_inhibits_CYP2E1.html
246,crizotinib,,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/crizotinib_inhibits_cyp3a4.html
247,topiramate,,cyp2b6,,inhibits,inhibits,RO_0002449,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=10338,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/topiramate_inhibits_cyp2b6.html
248,carvedilol,,p-glycoprotein,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/carvedilol_inhibits_p-glycoprotein.html
488,fluconazole,CHEBI:46081,cyp3a4,,inhibits,inhibits,RO_0002449,EVIDENCE FOR,EV_PK_DDI_RCT,http://www.ncbi.nlm.nih.gov/pubmed/8904618,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/fluconazole_inhibits_cyp3a4.html
1,simvastatin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_RCT,http://www.ncbi.nlm.nih.gov/pubmed/9542477,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/simvastatin_substrate_of_cyp3a4.html
2,simvastatin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Recom,http://www.ncbi.nlm.nih.gov/pubmed/9321523,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/simvastatin_substrate_of_cyp3a4.html
3,simvastatin,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_Par_Grps,http://www.ncbi.nlm.nih.gov/pubmed/15518608,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/simvastatin_substrate_of_cyp3a4.html
14,rosuvastatin,,oatp1b1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosuvastatin_substrate_of_oatp1b1.html
15,rosuvastatin,,oatp1b3,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rosuvastatin_substrate_of_oatp1b3.html
16,duloxetine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/2f7d4d67-10c1-4bf4-a7f2-c185fbad64ba,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/duloxetine_substrate_of_cyp2d6.html
17,duloxetine,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_PK_DDI_NR,http://www.ncbi.nlm.nih.gov/pubmed/12621382,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/duloxetine_substrate_of_cyp2d6.html
18,rifampin,,oatp1b1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/rifampin_substrate_of_oatp1b1.html
19,lapatinib,,p-glycoprotein,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/lapatinib_substrate_of_p-glycoprotein.html
20,iloperidone,,cyp2e1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE AGAINST,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/33f60b40-3fca-11de-8f56-0002a5d5c51b,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/iloperidone_substrate_of_cyp2e1.html
21,mirtazapine,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/31f48378-27db-424f-a4c5-82584a553c35,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_substrate_of_cyp1a2.html
22,mirtazapine,,cyp1a2,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/10997935,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/mirtazapine_substrate_of_cyp1a2.html
23,citalopram,,cyp2c19,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/62f9e5da-6215-4d6d-8601-ea01ec2655ab,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/citalopram_substrate_of_cyp2c19.html
24,escitalopram,,cyp2d6,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem,http://www.ncbi.nlm.nih.gov/pubmed/11454728,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/escitalopram_substrate_of_cyp2d6.html
25,eszopiclone,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/fd047b2b-05a6-4d99-95cb-955f14bf329f,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/eszopiclone_substrate_of_cyp3a4.html
26,eszopiclone,,cyp3a4,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_traceable_Drug_Label_Statement,http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/fd047b2b-05a6-4d99-95cb-955f14bf329f,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/eszopiclone_substrate_of_cyp3a4.html
27,irinotecan,,oatp1b1,,is_substrate_of,substrate_of,DIDEO_00000041,EVIDENCE FOR,Non_Tracable_Statement,http://www.fda.gov/downloads/drugs/guidancecomplianceregulatoryinformation/guidances/ucm292362.pdf,https://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/dikb-web/irinotecan_substrate_of_oatp1b1.html
