cui	eg_uri	obo
C0876060	http://dikb.org/ad#C0876060	http://purl.obolibrary.org/obo/CHEBI_6437
C0037906	http://dikb.org/ad#C0037906	http://purl.obolibrary.org/obo/CHEBI_64583
C0032346	http://dikb.org/ad#C0032346	http://purl.obolibrary.org/obo/CHEBI_64909
C0023820	http://dikb.org/ad#C0023820	http://purl.obolibrary.org/obo/CHEBI_6495
C0031619	http://dikb.org/ad#C0031619	http://purl.obolibrary.org/obo/CHEBI_64961
C1276996	http://dikb.org/ad#C1276996	http://purl.obolibrary.org/obo/CHEBI_65191
C1373124	http://dikb.org/ad#C1373124	http://purl.obolibrary.org/obo/CHEBI_65232
C0003138	http://dikb.org/ad#C0003138	http://purl.obolibrary.org/obo/CHEBI_65265
C0010132	http://dikb.org/ad#C0010132	http://purl.obolibrary.org/obo/CHEBI_65311
C2742211	http://dikb.org/ad#C2742211	http://purl.obolibrary.org/obo/CHEBI_66880
C0242913	http://dikb.org/ad#C0242913	http://purl.obolibrary.org/obo/CHEBI_66980
C0015392	http://dikb.org/ad#C0015392	http://purl.obolibrary.org/obo/CHEBI_66981
C0178638	http://dikb.org/ad#C0178638	http://purl.obolibrary.org/obo/CHEBI_67011
C0006864	http://dikb.org/ad#C0006864	http://purl.obolibrary.org/obo/CHEBI_67194
C1172779	http://dikb.org/ad#C1172779	http://purl.obolibrary.org/obo/CHEBI_67197
C0065879	http://dikb.org/ad#C0065879	http://purl.obolibrary.org/obo/CHEBI_6723
C0025627	http://dikb.org/ad#C0025627	http://purl.obolibrary.org/obo/CHEBI_6821
C0010194	http://dikb.org/ad#C0010194	http://purl.obolibrary.org/obo/CHEBI_68641
C0053339	http://dikb.org/ad#C0053339	http://purl.obolibrary.org/obo/CHEBI_69499
C1417048	http://dikb.org/ad#C1417048	http://purl.obolibrary.org/obo/CHEBI_7044
C0011134	http://dikb.org/ad#C0011134	http://purl.obolibrary.org/obo/CHEBI_7071
C0815050	http://dikb.org/ad#C0815050	http://purl.obolibrary.org/obo/CHEBI_71232
C0069964	http://dikb.org/ad#C0069964	http://purl.obolibrary.org/obo/CHEBI_71464
C0056650	http://dikb.org/ad#C0056650	http://purl.obolibrary.org/obo/CHEBI_71682
C0967376	http://dikb.org/ad#C0967376	http://purl.obolibrary.org/obo/CHEBI_71940
C1136170	http://dikb.org/ad#C1136170	http://purl.obolibrary.org/obo/CHEBI_72316
C0596577	http://dikb.org/ad#C0596577	http://purl.obolibrary.org/obo/CHEBI_72544
C0051078	http://dikb.org/ad#C0051078	http://purl.obolibrary.org/obo/CHEBI_72816
C0071174	http://dikb.org/ad#C0071174	http://purl.obolibrary.org/obo/CHEBI_73290
C0032416	http://dikb.org/ad#C0032416	http://purl.obolibrary.org/obo/CHEBI_73300
C0523452	http://dikb.org/ad#C0523452	http://purl.obolibrary.org/obo/CHEBI_73342
C0051083	http://dikb.org/ad#C0051083	http://purl.obolibrary.org/obo/CHEBI_73393
C0061202	http://dikb.org/ad#C0061202	http://purl.obolibrary.org/obo/CHEBI_74224
C0061278	http://dikb.org/ad#C0061278	http://purl.obolibrary.org/obo/CHEBI_74978
C0066801	http://dikb.org/ad#C0066801	http://purl.obolibrary.org/obo/CHEBI_75092
C0911014	http://dikb.org/ad#C0911014	http://purl.obolibrary.org/obo/CHEBI_75431
C1704763	http://dikb.org/ad#C1704763	http://purl.obolibrary.org/obo/CHEBI_75769
C0016410	http://dikb.org/ad#C0016410	http://purl.obolibrary.org/obo/CHEBI_75782
C0028127	http://dikb.org/ad#C0028127	http://purl.obolibrary.org/obo/CHEBI_7582
C0060282	http://dikb.org/ad#C0060282	http://purl.obolibrary.org/obo/CHEBI_75832
C0068235	http://dikb.org/ad#C0068235	http://purl.obolibrary.org/obo/CHEBI_76324
C0041242	http://dikb.org/ad#C0041242	http://purl.obolibrary.org/obo/CHEBI_76940
C0071011	http://dikb.org/ad#C0071011	http://purl.obolibrary.org/obo/CHEBI_76989
C0028953	http://dikb.org/ad#C0028953	http://purl.obolibrary.org/obo/CHEBI_7754
C0354100	http://dikb.org/ad#C0354100	http://purl.obolibrary.org/obo/CHEBI_77608
C0074765	http://dikb.org/ad#C0074765	http://purl.obolibrary.org/obo/CHEBI_77775
C0729311	http://dikb.org/ad#C0729311	http://purl.obolibrary.org/obo/CHEBI_77962
C0920880	http://dikb.org/ad#C0920880	http://purl.obolibrary.org/obo/CHEBI_77966
C0001047	http://dikb.org/ad#C0001047	http://purl.obolibrary.org/obo/CHEBI_78236
C0065936	http://dikb.org/ad#C0065936	http://purl.obolibrary.org/obo/CHEBI_78277
C0063033	http://dikb.org/ad#C0063033	http://purl.obolibrary.org/obo/CHEBI_78330
C0042479	http://dikb.org/ad#C0042479	http://purl.obolibrary.org/obo/CHEBI_78505
C0085196	http://dikb.org/ad#C0085196	http://purl.obolibrary.org/obo/CHEBI_78741
C0376238	http://dikb.org/ad#C0376238	http://purl.obolibrary.org/obo/CHEBI_79068
C0016198	http://dikb.org/ad#C0016198	http://purl.obolibrary.org/obo/CHEBI_79314
C0052506	http://dikb.org/ad#C0052506	http://purl.obolibrary.org/obo/CHEBI_79928
C0060993	http://dikb.org/ad#C0060993	http://purl.obolibrary.org/obo/CHEBI_80161
C0027893	http://dikb.org/ad#C0027893	http://purl.obolibrary.org/obo/CHEBI_80201
C0079281	http://dikb.org/ad#C0079281	http://purl.obolibrary.org/obo/CHEBI_80240
C0027021	http://dikb.org/ad#C0027021	http://purl.obolibrary.org/obo/CHEBI_8027
C0061355	http://dikb.org/ad#C0061355	http://purl.obolibrary.org/obo/CHEBI_80270
C0038581	http://dikb.org/ad#C0038581	http://purl.obolibrary.org/obo/CHEBI_80311
C0021665	http://dikb.org/ad#C0021665	http://purl.obolibrary.org/obo/CHEBI_80343
C0031364	http://dikb.org/ad#C0031364	http://purl.obolibrary.org/obo/CHEBI_8050
C0075857	http://dikb.org/ad#C0075857	http://purl.obolibrary.org/obo/CHEBI_80774
C0299583	http://dikb.org/ad#C0299583	http://purl.obolibrary.org/obo/CHEBI_81571
C0389071	http://dikb.org/ad#C0389071	http://purl.obolibrary.org/obo/CHEBI_81572
C2976467	http://dikb.org/ad#C2976467	http://purl.obolibrary.org/obo/CHEBI_81579
C0027253	http://dikb.org/ad#C0027253	http://purl.obolibrary.org/obo/CHEBI_82362
C0052657	http://dikb.org/ad#C0052657	http://purl.obolibrary.org/obo/CHEBI_82365
C0015879	http://dikb.org/ad#C0015879	http://purl.obolibrary.org/obo/CHEBI_82594
C0057256	http://dikb.org/ad#C0057256	http://purl.obolibrary.org/obo/CHEBI_82761
C0054533	http://dikb.org/ad#C0054533	http://purl.obolibrary.org/obo/CHEBI_82824
C0243459	http://dikb.org/ad#C0243459	http://purl.obolibrary.org/obo/CHEBI_85094
C0033706	http://dikb.org/ad#C0033706	http://purl.obolibrary.org/obo/CHEBI_8583
C0053622	http://dikb.org/ad#C0053622	http://purl.obolibrary.org/obo/CHEBI_8600
C0634829	http://dikb.org/ad#C0634829	http://purl.obolibrary.org/obo/CHEBI_86193
C0664965	http://dikb.org/ad#C0664965	http://purl.obolibrary.org/obo/CHEBI_8630
C0360714	http://dikb.org/ad#C0360714	http://purl.obolibrary.org/obo/CHEBI_87631
C0032433	http://dikb.org/ad#C0032433	http://purl.obolibrary.org/obo/CHEBI_88061
C0246719	http://dikb.org/ad#C0246719	http://purl.obolibrary.org/obo/CHEBI_8869
C0299417	http://dikb.org/ad#C0299417	http://purl.obolibrary.org/obo/CHEBI_88763
C0876768	http://dikb.org/ad#C0876768	http://purl.obolibrary.org/obo/CHEBI_8887
C0037906	http://dikb.org/ad#C0037906	http://purl.obolibrary.org/obo/CHEBI_89482
C0037906	http://dikb.org/ad#C0037906	http://purl.obolibrary.org/obo/CHEBI_89483
C0037906	http://dikb.org/ad#C0037906	http://purl.obolibrary.org/obo/CHEBI_89488
C0037906	http://dikb.org/ad#C0037906	http://purl.obolibrary.org/obo/CHEBI_89490
C0037906	http://dikb.org/ad#C0037906	http://purl.obolibrary.org/obo/CHEBI_89491
C0003012	http://dikb.org/ad#C0003012	http://purl.obolibrary.org/obo/CHEBI_89666
C0019879	http://dikb.org/ad#C0019879	http://purl.obolibrary.org/obo/CHEBI_89698
C0073202	http://dikb.org/ad#C0073202	http://purl.obolibrary.org/obo/CHEBI_9009
C1511682	http://dikb.org/ad#C1511682	http://purl.obolibrary.org/obo/CHEBI_90190
C0755562	http://dikb.org/ad#C0755562	http://purl.obolibrary.org/obo/CHEBI_90693
C0540124	http://dikb.org/ad#C0540124	http://purl.obolibrary.org/obo/CHEBI_90914
C0762592	http://dikb.org/ad#C0762592	http://purl.obolibrary.org/obo/CHEBI_91083
C0970963	http://dikb.org/ad#C0970963	http://purl.obolibrary.org/obo/CHEBI_91088
C0037135	http://dikb.org/ad#C0037135	http://purl.obolibrary.org/obo/CHEBI_9144
C0038432	http://dikb.org/ad#C0038432	http://purl.obolibrary.org/obo/CHEBI_9288
C0075807	http://dikb.org/ad#C0075807	http://purl.obolibrary.org/obo/CHEBI_9400
C0721704	http://dikb.org/ad#C0721704	http://purl.obolibrary.org/obo/CHEBI_9434
C0248719	http://dikb.org/ad#C0248719	http://purl.obolibrary.org/obo/CHEBI_9434
C0017970	http://dikb.org/ad#C0017970	http://purl.obolibrary.org/obo/CHEBI_94449
C0076374	http://dikb.org/ad#C0076374	http://purl.obolibrary.org/obo/CHEBI_9516
C0039848	http://dikb.org/ad#C0039848	http://purl.obolibrary.org/obo/CHEBI_9532
C0003779	http://dikb.org/ad#C0003779	http://purl.obolibrary.org/obo/CHEBI_9937
C0008107	http://dikb.org/ad#C0008107	http://purl.obolibrary.org/obo/CLO_0002418
C1519630	http://dikb.org/ad#C1519630	http://purl.obolibrary.org/obo/CLO_0009447
C0205234	http://dikb.org/ad#C0205234	http://purl.obolibrary.org/obo/CLO_0009985
C0008107	http://dikb.org/ad#C0008107	http://purl.obolibrary.org/obo/CLO_0051575
C0008107	http://dikb.org/ad#C0008107	http://purl.obolibrary.org/obo/CLO_0052473
C0008107	http://dikb.org/ad#C0008107	http://purl.obolibrary.org/obo/CLO_0052474
C0140080	http://dikb.org/ad#C0140080	http://purl.obolibrary.org/obo/CLO_0053698
C0814005	http://dikb.org/ad#C0814005	http://purl.obolibrary.org/obo/CL_0000031
C0018956	http://dikb.org/ad#C0018956	http://purl.obolibrary.org/obo/CL_0000037
C0228092	http://dikb.org/ad#C0228092	http://purl.obolibrary.org/obo/CL_0000065
C2333949	http://dikb.org/ad#C2333949	http://purl.obolibrary.org/obo/CL_0000108
C0596630	http://dikb.org/ad#C0596630	http://purl.obolibrary.org/obo/CL_0000120
C0034143	http://dikb.org/ad#C0034143	http://purl.obolibrary.org/obo/CL_0000121
C0028944	http://dikb.org/ad#C0028944	http://purl.obolibrary.org/obo/CL_0000128
C1135918	http://dikb.org/ad#C1135918	http://purl.obolibrary.org/obo/CL_0000192
C0814005	http://dikb.org/ad#C0814005	http://purl.obolibrary.org/obo/CL_0000338
C0682694	http://dikb.org/ad#C0682694	http://purl.obolibrary.org/obo/CL_0000498
C0175723	http://dikb.org/ad#C0175723	http://purl.obolibrary.org/obo/CL_0000560
C0206131	http://dikb.org/ad#C0206131	http://purl.obolibrary.org/obo/CL_0000632
C0596155	http://dikb.org/ad#C0596155	http://purl.obolibrary.org/obo/CL_0000646
C0001857	http://dikb.org/ad#C0001857	http://purl.obolibrary.org/obo/CL_0000669
C0598800	http://dikb.org/ad#C0598800	http://purl.obolibrary.org/obo/CL_0000669
C4330475	http://dikb.org/ad#C4330475	http://purl.obolibrary.org/obo/CL_0000738
C0039198	http://dikb.org/ad#C0039198	http://purl.obolibrary.org/obo/CL_0000815
C1272578	http://dikb.org/ad#C1272578	http://purl.obolibrary.org/obo/CL_0002620
C1113688	http://dikb.org/ad#C1113688	http://purl.obolibrary.org/obo/CL_0011109
C1519477	http://dikb.org/ad#C1519477	http://purl.obolibrary.org/obo/CL_2000074
C0206042	http://dikb.org/ad#C0206042	http://purl.obolibrary.org/obo/DOID_0050433
C0085681	http://dikb.org/ad#C0085681	http://purl.obolibrary.org/obo/DOID_0050459
C0751965	http://dikb.org/ad#C0751965	http://purl.obolibrary.org/obo/DOID_0050783
C0751964	http://dikb.org/ad#C0751964	http://purl.obolibrary.org/obo/DOID_0050784
C0151650	http://dikb.org/ad#C0151650	http://purl.obolibrary.org/obo/DOID_0050855
C0752120	http://dikb.org/ad#C0752120	http://purl.obolibrary.org/obo/DOID_0050954
C1541923	http://dikb.org/ad#C1541923	http://purl.obolibrary.org/obo/DOID_0060000
C0234507	http://dikb.org/ad#C0234507	http://purl.obolibrary.org/obo/DOID_0060133
C3276432	http://dikb.org/ad#C3276432	http://purl.obolibrary.org/obo/DOID_0080133
C0400966	http://dikb.org/ad#C0400966	http://purl.obolibrary.org/obo/DOID_0080208
C4552000	http://dikb.org/ad#C4552000	http://purl.obolibrary.org/obo/DOID_0090053
C0007959	http://dikb.org/ad#C0007959	http://purl.obolibrary.org/obo/DOID_0110152
C4551693	http://dikb.org/ad#C4551693	http://purl.obolibrary.org/obo/DOID_0110629
C1836672	http://dikb.org/ad#C1836672	http://purl.obolibrary.org/obo/DOID_0110704
C0270724	http://dikb.org/ad#C0270724	http://purl.obolibrary.org/obo/DOID_0110735
C0338451	http://dikb.org/ad#C0338451	http://purl.obolibrary.org/obo/DOID_10216
C0037116	http://dikb.org/ad#C0037116	http://purl.obolibrary.org/obo/DOID_10325
C0037061	http://dikb.org/ad#C0037061	http://purl.obolibrary.org/obo/DOID_10328
C0025309	http://dikb.org/ad#C0025309	http://purl.obolibrary.org/obo/DOID_10554
C0007959	http://dikb.org/ad#C0007959	http://purl.obolibrary.org/obo/DOID_10595
C0043207	http://dikb.org/ad#C0043207	http://purl.obolibrary.org/obo/DOID_10632
C0025958	http://dikb.org/ad#C0025958	http://purl.obolibrary.org/obo/DOID_10907
C0027030	http://dikb.org/ad#C0027030	http://purl.obolibrary.org/obo/DOID_11080
C1145670	http://dikb.org/ad#C1145670	http://purl.obolibrary.org/obo/DOID_11162
C0155017	http://dikb.org/ad#C0155017	http://purl.obolibrary.org/obo/DOID_11661
C0694546	http://dikb.org/ad#C0694546	http://purl.obolibrary.org/obo/DOID_1168
C0271650	http://dikb.org/ad#C0271650	http://purl.obolibrary.org/obo/DOID_11716
C0362046	http://dikb.org/ad#C0362046	http://purl.obolibrary.org/obo/DOID_11716
C0475806	http://dikb.org/ad#C0475806	http://purl.obolibrary.org/obo/DOID_11830
C0028756	http://dikb.org/ad#C0028756	http://purl.obolibrary.org/obo/DOID_11981
C0008312	http://dikb.org/ad#C0008312	http://purl.obolibrary.org/obo/DOID_12236
C0029434	http://dikb.org/ad#C0029434	http://purl.obolibrary.org/obo/DOID_12347
C0022575	http://dikb.org/ad#C0022575	http://purl.obolibrary.org/obo/DOID_12895
C0041782	http://dikb.org/ad#C0041782	http://purl.obolibrary.org/obo/DOID_13121
C0152136	http://dikb.org/ad#C0152136	http://purl.obolibrary.org/obo/DOID_13544
C0206368	http://dikb.org/ad#C0206368	http://purl.obolibrary.org/obo/DOID_13641
C0751587	http://dikb.org/ad#C0751587	http://purl.obolibrary.org/obo/DOID_13945
C0024534	http://dikb.org/ad#C0024534	http://purl.obolibrary.org/obo/DOID_14069
C0162644	http://dikb.org/ad#C0162644	http://purl.obolibrary.org/obo/DOID_14089
C0524620	http://dikb.org/ad#C0524620	http://purl.obolibrary.org/obo/DOID_14221
C0024408	http://dikb.org/ad#C0024408	http://purl.obolibrary.org/obo/DOID_1440
C0035400	http://dikb.org/ad#C0035400	http://purl.obolibrary.org/obo/DOID_14525
C0175694	http://dikb.org/ad#C0175694	http://purl.obolibrary.org/obo/DOID_14692
C1269683	http://dikb.org/ad#C1269683	http://purl.obolibrary.org/obo/DOID_1470
C0010674	http://dikb.org/ad#C0010674	http://purl.obolibrary.org/obo/DOID_1485
C0001956	http://dikb.org/ad#C0001956	http://purl.obolibrary.org/obo/DOID_1574
C0041696	http://dikb.org/ad#C0041696	http://purl.obolibrary.org/obo/DOID_1595
C0751688	http://dikb.org/ad#C0751688	http://purl.obolibrary.org/obo/DOID_1749
C0025235	http://dikb.org/ad#C0025235	http://purl.obolibrary.org/obo/DOID_1761
C0265338	http://dikb.org/ad#C0265338	http://purl.obolibrary.org/obo/DOID_1925
C0038273	http://dikb.org/ad#C0038273	http://purl.obolibrary.org/obo/DOID_2303
C0398623	http://dikb.org/ad#C0398623	http://purl.obolibrary.org/obo/DOID_2452
C0038395	http://dikb.org/ad#C0038395	http://purl.obolibrary.org/obo/DOID_2898
C0268134	http://dikb.org/ad#C0268134	http://purl.obolibrary.org/obo/DOID_2961
C0013384	http://dikb.org/ad#C0013384	http://purl.obolibrary.org/obo/DOID_306
C0027581	http://dikb.org/ad#C0027581	http://purl.obolibrary.org/obo/DOID_3106
C0242339	http://dikb.org/ad#C0242339	http://purl.obolibrary.org/obo/DOID_3146
C0031090	http://dikb.org/ad#C0031090	http://purl.obolibrary.org/obo/DOID_3388
C0019191	http://dikb.org/ad#C0019191	http://purl.obolibrary.org/obo/DOID_3412
C0699893	http://dikb.org/ad#C0699893	http://purl.obolibrary.org/obo/DOID_3451
C0751955	http://dikb.org/ad#C0751955	http://purl.obolibrary.org/obo/DOID_3454
C0678222	http://dikb.org/ad#C0678222	http://purl.obolibrary.org/obo/DOID_3459
C1135993	http://dikb.org/ad#C1135993	http://purl.obolibrary.org/obo/DOID_3530
C0751783	http://dikb.org/ad#C0751783	http://purl.obolibrary.org/obo/DOID_3534
C0349604	http://dikb.org/ad#C0349604	http://purl.obolibrary.org/obo/DOID_3565
C0279000	http://dikb.org/ad#C0279000	http://purl.obolibrary.org/obo/DOID_3571
C0001622	http://dikb.org/ad#C0001622	http://purl.obolibrary.org/obo/DOID_3947
C1511934	http://dikb.org/ad#C1511934	http://purl.obolibrary.org/obo/DOID_4160
C1510417	http://dikb.org/ad#C1510417	http://purl.obolibrary.org/obo/DOID_4260
C0016053	http://dikb.org/ad#C0016053	http://purl.obolibrary.org/obo/DOID_431
C0175694	http://dikb.org/ad#C0175694	http://purl.obolibrary.org/obo/DOID_4366
C0002103	http://dikb.org/ad#C0002103	http://purl.obolibrary.org/obo/DOID_4481
C0235974	http://dikb.org/ad#C0235974	http://purl.obolibrary.org/obo/DOID_4905
C0080040	http://dikb.org/ad#C0080040	http://purl.obolibrary.org/obo/DOID_4952
C0032371	http://dikb.org/ad#C0032371	http://purl.obolibrary.org/obo/DOID_4953
C0011989	http://dikb.org/ad#C0011989	http://purl.obolibrary.org/obo/DOID_4997
C0206734	http://dikb.org/ad#C0206734	http://purl.obolibrary.org/obo/DOID_5241
C0233795	http://dikb.org/ad#C0233795	http://purl.obolibrary.org/obo/DOID_5340
C0025322	http://dikb.org/ad#C0025322	http://purl.obolibrary.org/obo/DOID_5426
C0036457	http://dikb.org/ad#C0036457	http://purl.obolibrary.org/obo/DOID_5434
C0376329	http://dikb.org/ad#C0376329	http://purl.obolibrary.org/obo/DOID_5435
C1266129	http://dikb.org/ad#C1266129	http://purl.obolibrary.org/obo/DOID_5690
C0038441	http://dikb.org/ad#C0038441	http://purl.obolibrary.org/obo/DOID_6088
C0023524	http://dikb.org/ad#C0023524	http://purl.obolibrary.org/obo/DOID_643
C0026764	http://dikb.org/ad#C0026764	http://purl.obolibrary.org/obo/DOID_6536
C1257763	http://dikb.org/ad#C1257763	http://purl.obolibrary.org/obo/DOID_654
C0949664	http://dikb.org/ad#C0949664	http://purl.obolibrary.org/obo/DOID_680
C0030442	http://dikb.org/ad#C0030442	http://purl.obolibrary.org/obo/DOID_681
C0020619	http://dikb.org/ad#C0020619	http://purl.obolibrary.org/obo/DOID_7455
C0020550	http://dikb.org/ad#C0020550	http://purl.obolibrary.org/obo/DOID_7998
C0035304	http://dikb.org/ad#C0035304	http://purl.obolibrary.org/obo/DOID_8466
C0442874	http://dikb.org/ad#C0442874	http://purl.obolibrary.org/obo/DOID_870
C0019342	http://dikb.org/ad#C0019342	http://purl.obolibrary.org/obo/DOID_8704
C0002965	http://dikb.org/ad#C0002965	http://purl.obolibrary.org/obo/DOID_8805
C0751778	http://dikb.org/ad#C0751778	http://purl.obolibrary.org/obo/DOID_891
C0751265	http://dikb.org/ad#C0751265	http://purl.obolibrary.org/obo/DOID_8927
C0019202	http://dikb.org/ad#C0019202	http://purl.obolibrary.org/obo/DOID_893
C0751772	http://dikb.org/ad#C0751772	http://purl.obolibrary.org/obo/DOID_9091
C0085220	http://dikb.org/ad#C0085220	http://purl.obolibrary.org/obo/DOID_9246
C0338451	http://dikb.org/ad#C0338451	http://purl.obolibrary.org/obo/DOID_9255
C4551720	http://dikb.org/ad#C4551720	http://purl.obolibrary.org/obo/DOID_9562
C0035150	http://dikb.org/ad#C0035150	http://purl.obolibrary.org/obo/GO_0000003
C0039938	http://dikb.org/ad#C0039938	http://purl.obolibrary.org/obo/GO_0000008
C1156769	http://dikb.org/ad#C1156769	http://purl.obolibrary.org/obo/GO_0000098
C0752319	http://dikb.org/ad#C0752319	http://purl.obolibrary.org/obo/GO_0000165
C0012929	http://dikb.org/ad#C0012929	http://purl.obolibrary.org/obo/GO_0000262
C0230871	http://dikb.org/ad#C0230871	http://purl.obolibrary.org/obo/GO_0000266
C0007591	http://dikb.org/ad#C0007591	http://purl.obolibrary.org/obo/GO_0000279
C1820119	http://dikb.org/ad#C1820119	http://purl.obolibrary.org/obo/GO_0000422
C1820119	http://dikb.org/ad#C1820119	http://purl.obolibrary.org/obo/GO_0000423
C0208355	http://dikb.org/ad#C0208355	http://purl.obolibrary.org/obo/GO_0000502
C1155299	http://dikb.org/ad#C1155299	http://purl.obolibrary.org/obo/GO_0000723
C1260875	http://dikb.org/ad#C1260875	http://purl.obolibrary.org/obo/GO_0000747
C0043292	http://dikb.org/ad#C0043292	http://purl.obolibrary.org/obo/GO_0000805
C0010813	http://dikb.org/ad#C0010813	http://purl.obolibrary.org/obo/GO_0000910
C0029433	http://dikb.org/ad#C0029433	http://purl.obolibrary.org/obo/GO_0001503
C0017645	http://dikb.org/ad#C0017645	http://purl.obolibrary.org/obo/GO_0001524
C0302600	http://dikb.org/ad#C0302600	http://purl.obolibrary.org/obo/GO_0001525
C0013765	http://dikb.org/ad#C0013765	http://purl.obolibrary.org/obo/GO_0001528
C0013765	http://dikb.org/ad#C0013765	http://purl.obolibrary.org/obo/GO_0001529
C0607430	http://dikb.org/ad#C0607430	http://purl.obolibrary.org/obo/GO_0001577
C1152840	http://dikb.org/ad#C1152840	http://purl.obolibrary.org/obo/GO_0001614
C1159441	http://dikb.org/ad#C1159441	http://purl.obolibrary.org/obo/GO_0001666
C1326279	http://dikb.org/ad#C1326279	http://purl.obolibrary.org/obo/GO_0001765
C1326169	http://dikb.org/ad#C1326169	http://purl.obolibrary.org/obo/GO_0001774
C1326120	http://dikb.org/ad#C1326120	http://purl.obolibrary.org/obo/GO_0001775
C1327413	http://dikb.org/ad#C1327413	http://purl.obolibrary.org/obo/GO_0001816
C1523298	http://dikb.org/ad#C1523298	http://purl.obolibrary.org/obo/GO_0001837
C0599733	http://dikb.org/ad#C0599733	http://purl.obolibrary.org/obo/GO_0001906
C0001807	http://dikb.org/ad#C0001807	http://purl.obolibrary.org/obo/GO_0002118
C1749719	http://dikb.org/ad#C1749719	http://purl.obolibrary.org/obo/GO_0002250
C1817756	http://dikb.org/ad#C1817756	http://purl.obolibrary.org/obo/GO_0002376
C0003261	http://dikb.org/ad#C0003261	http://purl.obolibrary.org/obo/GO_0002377
C0020517	http://dikb.org/ad#C0020517	http://purl.obolibrary.org/obo/GO_0002524
C1817997	http://dikb.org/ad#C1817997	http://purl.obolibrary.org/obo/GO_0002544
C0221145	http://dikb.org/ad#C0221145	http://purl.obolibrary.org/obo/GO_0002574
C0232809	http://dikb.org/ad#C0232809	http://purl.obolibrary.org/obo/GO_0003094
C1148673	http://dikb.org/ad#C1148673	http://purl.obolibrary.org/obo/GO_0003677
C1148756	http://dikb.org/ad#C1148756	http://purl.obolibrary.org/obo/GO_0003720
C0035552	http://dikb.org/ad#C0035552	http://purl.obolibrary.org/obo/GO_0003735
C0085139	http://dikb.org/ad#C0085139	http://purl.obolibrary.org/obo/GO_0003777
C1149245	http://dikb.org/ad#C1149245	http://purl.obolibrary.org/obo/GO_0003779
C0022478	http://dikb.org/ad#C0022478	http://purl.obolibrary.org/obo/GO_0003807
C1148575	http://dikb.org/ad#C1148575	http://purl.obolibrary.org/obo/GO_0003823
C0040646	http://dikb.org/ad#C0040646	http://purl.obolibrary.org/obo/GO_0003899
C0040646	http://dikb.org/ad#C0040646	http://purl.obolibrary.org/obo/GO_0003968
C1149827	http://dikb.org/ad#C1149827	http://purl.obolibrary.org/obo/GO_0003990
C1151015	http://dikb.org/ad#C1151015	http://purl.obolibrary.org/obo/GO_0004016
C0103013	http://dikb.org/ad#C0103013	http://purl.obolibrary.org/obo/GO_0004047
C1149824	http://dikb.org/ad#C1149824	http://purl.obolibrary.org/obo/GO_0004064
C1151515	http://dikb.org/ad#C1151515	http://purl.obolibrary.org/obo/GO_0004096
C0020746	http://dikb.org/ad#C0020746	http://purl.obolibrary.org/obo/GO_0004201
C0165519	http://dikb.org/ad#C0165519	http://purl.obolibrary.org/obo/GO_0004229
C0022709	http://dikb.org/ad#C0022709	http://purl.obolibrary.org/obo/GO_0004246
C0022478	http://dikb.org/ad#C0022478	http://purl.obolibrary.org/obo/GO_0004293
C0208355	http://dikb.org/ad#C0208355	http://purl.obolibrary.org/obo/GO_0004299
C1150037	http://dikb.org/ad#C1150037	http://purl.obolibrary.org/obo/GO_0004308
C0175648	http://dikb.org/ad#C0175648	http://purl.obolibrary.org/obo/GO_0004314
C1151821	http://dikb.org/ad#C1151821	http://purl.obolibrary.org/obo/GO_0004352
C1149629	http://dikb.org/ad#C1149629	http://purl.obolibrary.org/obo/GO_0004407
C0031672	http://dikb.org/ad#C0031672	http://purl.obolibrary.org/obo/GO_0004623
C1149842	http://dikb.org/ad#C1149842	http://purl.obolibrary.org/obo/GO_0004623
C1149848	http://dikb.org/ad#C1149848	http://purl.obolibrary.org/obo/GO_0004629
C1150579	http://dikb.org/ad#C1150579	http://purl.obolibrary.org/obo/GO_0004707
C1150604	http://dikb.org/ad#C1150604	http://purl.obolibrary.org/obo/GO_0004708
C1149927	http://dikb.org/ad#C1149927	http://purl.obolibrary.org/obo/GO_0004721
C0074375	http://dikb.org/ad#C0074375	http://purl.obolibrary.org/obo/GO_0004758
C1149875	http://dikb.org/ad#C1149875	http://purl.obolibrary.org/obo/GO_0004767
C1150646	http://dikb.org/ad#C1150646	http://purl.obolibrary.org/obo/GO_0004788
C1149209	http://dikb.org/ad#C1149209	http://purl.obolibrary.org/obo/GO_0004915
C1150624	http://dikb.org/ad#C1150624	http://purl.obolibrary.org/obo/GO_0005010
C1152525	http://dikb.org/ad#C1152525	http://purl.obolibrary.org/obo/GO_0005096
C0597358	http://dikb.org/ad#C0597358	http://purl.obolibrary.org/obo/GO_0005102
C2976467	http://dikb.org/ad#C2976467	http://purl.obolibrary.org/obo/GO_0005128
C0079459	http://dikb.org/ad#C0079459	http://purl.obolibrary.org/obo/GO_0005130
C1149419	http://dikb.org/ad#C1149419	http://purl.obolibrary.org/obo/GO_0005138
C0242275	http://dikb.org/ad#C0242275	http://purl.obolibrary.org/obo/GO_0005154
C0812246	http://dikb.org/ad#C0812246	http://purl.obolibrary.org/obo/GO_0005164
C1456454	http://dikb.org/ad#C1456454	http://purl.obolibrary.org/obo/GO_0005208
C0032120	http://dikb.org/ad#C0032120	http://purl.obolibrary.org/obo/GO_0005209
